"","komitet","procent"
"1","Liczba wyborców",1066
"2","Liczba kart oddanych",663
"3","Liczba głosów ważnych",518
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",15.06
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",55.98
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",8.69
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",14.09
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.77
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.77
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.77
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.39
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.39
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.19
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.19
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.16
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.39
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.16
