"","komitet","procent"
"1","Liczba wyborców",2024
"2","Liczba kart oddanych",798
"3","Liczba głosów ważnych",741
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",11.74
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",10.53
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.94
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",25.91
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",41.43
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.27
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",2.43
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.4
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.62
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.13
"16","KOMITET WYBORCZY LEWICA",0.13
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.48
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.94
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.4
"21","KOMITET WYBORCZY WYBORCÓW MŁODZI GWARANCJĄ ZMIAN",1.62
