"","komitet","procent"
"1","Liczba wyborców",1181
"2","Liczba kart oddanych",618
"3","Liczba głosów ważnych",474
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",12.87
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",57.59
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.84
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",4.43
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",13.92
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.42
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",2.74
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.84
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.27
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",1.69
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.05
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.84
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.05
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.21
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.21
