"","komitet","procent"
"1","Liczba wyborców",1782
"2","Liczba kart oddanych",842
"3","Liczba głosów ważnych",724
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",9.53
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",40.47
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.41
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",13.54
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",25.14
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.28
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.38
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.28
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.83
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.69
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",2.21
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",2.62
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.55
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",2.07
