"","komitet","procent"
"1","Liczba wyborców",1883
"2","Liczba kart oddanych",920
"3","Liczba głosów ważnych",838
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",8.83
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",53.1
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.24
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",15.75
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",14.68
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.24
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.07
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.84
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.36
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.48
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.84
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.24
"16","KOMITET WYBORCZY LEWICA",0.12
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.67
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.24
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.36
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.95
