"","komitet","procent"
"1","Liczba wyborców",622
"2","Liczba kart oddanych",401
"3","Liczba głosów ważnych",308
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",20.78
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",54.87
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.65
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",2.27
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",16.23
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.97
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.97
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.65
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.32
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.97
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.65
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.65
