"","komitet","procent"
"1","Liczba wyborców",1602
"2","Liczba kart oddanych",877
"3","Liczba głosów ważnych",782
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",9.08
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",11.51
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.64
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",40.28
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",27.37
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.13
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.66
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.26
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.13
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",4.09
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.38
"16","KOMITET WYBORCZY LEWICA",1.15
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.15
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.26
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.64
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.28
