"","komitet","procent"
"1","Liczba wyborców",1188
"2","Liczba kart oddanych",650
"3","Liczba głosów ważnych",563
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",15.63
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",67.85
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.53
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",4.44
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",6.75
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.71
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.36
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.24
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.18
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.36
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.53
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.18
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.18
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.36
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.71
