"","komitet","procent"
"1","Liczba wyborców",727
"2","Liczba kart oddanych",347
"3","Liczba głosów ważnych",295
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",18.64
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",10.85
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",3.73
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",22.37
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",31.86
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.34
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.36
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",2.71
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.02
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",2.03
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"16","KOMITET WYBORCZY LEWICA",1.02
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.34
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.34
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.34
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.36
"21","KOMITET WYBORCZY WYBORCÓW MŁODZI GWARANCJĄ ZMIAN",1.69
