"","komitet","procent"
"1","Liczba wyborców",1838
"2","Liczba kart oddanych",879
"3","Liczba głosów ważnych",839
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",13.71
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",2.03
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.95
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",46.25
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",24.79
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.91
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.24
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.72
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",7.39
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.24
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.72
"15","KOMITET WYBORCZY WYBORCÓW POLSKI KIERUNEK",0.12
"16","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.24
"17","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.72
