"","komitet","procent"
"1","Liczba wyborców",1547
"2","Liczba kart oddanych",766
"3","Liczba głosów ważnych",613
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",39.8
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",9.79
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.63
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",18.43
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",16.15
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.16
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.31
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.65
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.47
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",1.31
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.96
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.16
"16","KOMITET WYBORCZY LEWICA",0.16
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.98
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",3.1
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.63
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.31
