"","komitet","procent"
"1","Liczba wyborców",1255
"2","Liczba kart oddanych",731
"3","Liczba głosów ważnych",590
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",8.31
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",7.63
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.68
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",34.24
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",30.68
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.68
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.69
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.34
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.68
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.51
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",4.75
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.17
"16","KOMITET WYBORCZY LEWICA",2.54
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.36
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",4.41
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.17
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.19
