"","komitet","procent"
"1","Liczba wyborców",1380
"2","Liczba kart oddanych",662
"3","Liczba głosów ważnych",588
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",15.14
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",30.95
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.51
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",22.96
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",25.85
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.51
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.34
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.34
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.17
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.34
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.51
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.68
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.51
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.34
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.85
