"","komitet","procent"
"1","Liczba wyborców",543
"2","Liczba kart oddanych",163
"3","Liczba głosów ważnych",106
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",12.26
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",41.51
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.94
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",15.09
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",23.58
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.94
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.89
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.94
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",2.83
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0
