"","komitet","procent"
"1","Liczba wyborców",1741
"2","Liczba kart oddanych",686
"3","Liczba głosów ważnych",562
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",8.01
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",37.01
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.71
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",19.4
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",23.67
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.89
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",3.2
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.53
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.07
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.53
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.42
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.18
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.42
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.25
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.71
