"","komitet","procent"
"1","Liczba wyborców",1742
"2","Liczba kart oddanych",810
"3","Liczba głosów ważnych",759
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",19.5
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",2.5
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.4
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",44.93
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",25.03
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.71
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.13
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.53
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",3.16
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.13
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.79
"15","KOMITET WYBORCZY WYBORCÓW POLSKI KIERUNEK",0.13
"16","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.13
"17","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.92
