"","komitet","procent"
"1","Liczba wyborców",842
"2","Liczba kart oddanych",530
"3","Liczba głosów ważnych",415
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",5.54
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",28.67
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",3.13
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",12.29
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",35.18
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",2.17
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.45
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.24
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.2
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.69
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",1.45
"16","KOMITET WYBORCZY LEWICA",0.96
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.45
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.48
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.93
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.72
"21","KOMITET WYBORCZY WYBORCÓW MŁODZI GWARANCJĄ ZMIAN",1.45
