"","komitet","procent"
"1","Liczba wyborców",2024
"2","Liczba kart oddanych",862
"3","Liczba głosów ważnych",805
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",18.39
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",3.23
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.62
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",40.87
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",28.57
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.5
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.37
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.62
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",2.98
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.12
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.74
"15","KOMITET WYBORCZY WYBORCÓW POLSKI KIERUNEK",0.25
"16","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.62
"17","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.12
