"","komitet","procent"
"1","Liczba wyborców",1060
"2","Liczba kart oddanych",542
"3","Liczba głosów ważnych",408
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",9.07
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",60.78
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.98
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",11.03
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",9.31
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.47
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.49
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.98
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.49
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.98
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.25
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.47
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.25
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.98
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.47
