"","komitet","procent"
"1","Liczba wyborców",1389
"2","Liczba kart oddanych",639
"3","Liczba głosów ważnych",575
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",17.39
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",32
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.35
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",24.7
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",20
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.7
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",1.39
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.17
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.7
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.52
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.52
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.17
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.87
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.52
