"","komitet","procent"
"1","Liczba wyborców",1209
"2","Liczba kart oddanych",687
"3","Liczba głosów ważnych",649
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",18.03
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",2.62
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.31
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",39.75
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",28.66
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.23
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.15
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.46
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",4.93
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.62
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.85
"15","KOMITET WYBORCZY WYBORCÓW POLSKI KIERUNEK",0
"16","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.62
"17","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.77
