"","komitet","procent"
"1","Liczba wyborców",1788
"2","Liczba kart oddanych",1008
"3","Liczba głosów ważnych",982
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",13.34
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",1.83
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.41
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",47.25
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",27.9
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.71
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.1
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.51
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",5.6
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.41
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.22
"15","KOMITET WYBORCZY WYBORCÓW POLSKI KIERUNEK",0.1
"16","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0
"17","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.61
