"","komitet","procent"
"1","Liczba wyborców",477
"2","Liczba kart oddanych",312
"3","Liczba głosów ważnych",242
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",14.46
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",39.67
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.65
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",5.79
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",19.42
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.83
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.41
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.41
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",5.79
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.83
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.83
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",1.24
"16","KOMITET WYBORCZY LEWICA",0.41
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",2.89
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.83
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",2.48
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.24
"21","KOMITET WYBORCZY WYBORCÓW MŁODZI GWARANCJĄ ZMIAN",0.83
