"","komitet","procent"
"1","Liczba wyborców",608
"2","Liczba kart oddanych",414
"3","Liczba głosów ważnych",296
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",22.3
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",47.64
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",2.03
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",6.08
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",12.16
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",1.69
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",2.03
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",2.03
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.35
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.68
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.34
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.68
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.34
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.68
