"","komitet","procent"
"1","Liczba wyborców",1595
"2","Liczba kart oddanych",782
"3","Liczba głosów ważnych",732
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",6.42
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",52.19
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.68
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",16.39
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",16.53
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.27
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.5
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.55
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.14
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.41
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",2.32
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.27
"16","KOMITET WYBORCZY LEWICA",0.41
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.41
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.55
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.41
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.55
