"","komitet","procent"
"1","Liczba wyborców",958
"2","Liczba kart oddanych",534
"3","Liczba głosów ważnych",352
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",16.48
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",16.48
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.57
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",9.09
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",44.03
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",1.14
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.14
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.57
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.57
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.85
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.7
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",1.14
"16","KOMITET WYBORCZY LEWICA",1.14
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",3.41
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.28
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.14
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.28
