"","komitet","procent"
"1","Liczba wyborców",2071
"2","Liczba kart oddanych",883
"3","Liczba głosów ważnych",877
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",17.9
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",3.99
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.57
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",36.72
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",26.34
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.71
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.23
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.68
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",4.33
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.46
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",4.68
"15","KOMITET WYBORCZY WYBORCÓW POLSKI KIERUNEK",0.68
"16","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.46
"17","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.25
