"","komitet","procent"
"1","Liczba wyborców",365
"2","Liczba kart oddanych",213
"3","Liczba głosów ważnych",143
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",6.99
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",74.13
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.7
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",2.8
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",5.59
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",1.4
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.4
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.7
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",1.4
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.4
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"16","KOMITET WYBORCZY LEWICA",0
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",2.1
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.7
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0
"21","KOMITET WYBORCZY WYBORCÓW MŁODZI GWARANCJĄ ZMIAN",0.7
