"","komitet","procent"
"1","Liczba wyborców",852
"2","Liczba kart oddanych",368
"3","Liczba głosów ważnych",283
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",18.37
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",63.96
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.71
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",4.59
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",9.19
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.35
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.71
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.71
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.71
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.71
