"","komitet","procent"
"1","Liczba wyborców",1725
"2","Liczba kart oddanych",704
"3","Liczba głosów ważnych",602
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",10.63
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",46.68
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.5
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",15.78
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",22.76
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.33
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.17
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.17
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.83
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.83
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.33
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.17
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.83
