"","komitet","procent"
"1","Liczba wyborców",1837
"2","Liczba kart oddanych",734
"3","Liczba głosów ważnych",701
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",17.4
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",8.56
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.57
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",27.96
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",34.09
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.14
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",4.71
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.14
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.29
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.29
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.71
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"16","KOMITET WYBORCZY LEWICA",0.14
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",2.14
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.29
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.29
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.43
"21","KOMITET WYBORCZY WYBORCÓW MŁODZI GWARANCJĄ ZMIAN",0.86
