"","komitet","procent"
"1","Liczba wyborców",1585
"2","Liczba kart oddanych",825
"3","Liczba głosów ważnych",786
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",18.96
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",1.78
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.64
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",45.67
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",23.79
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.76
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.25
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.13
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",5.73
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.4
"15","KOMITET WYBORCZY WYBORCÓW POLSKI KIERUNEK",0
"16","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.13
"17","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.76
