"","komitet","procent"
"1","Liczba wyborców",2100
"2","Liczba kart oddanych",1017
"3","Liczba głosów ważnych",969
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",14.86
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",3.3
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.52
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",45.41
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",26.63
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.34
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.41
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.31
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",4.95
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.52
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.52
"15","KOMITET WYBORCZY WYBORCÓW POLSKI KIERUNEK",0.41
"16","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.21
"17","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.62
