"","komitet","procent"
"1","Liczba wyborców",384
"2","Liczba kart oddanych",270
"3","Liczba głosów ważnych",180
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",13.89
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",45
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.11
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",11.67
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",20.56
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.56
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.56
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.11
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",3.33
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.56
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.67
