"","komitet","procent"
"1","Liczba wyborców",2003
"2","Liczba kart oddanych",990
"3","Liczba głosów ważnych",761
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",11.04
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",13.4
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.31
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",45.86
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",20.37
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.66
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.05
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.53
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.05
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.58
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.13
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.45
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.58
