"","komitet","procent"
"1","Liczba wyborców",705
"2","Liczba kart oddanych",358
"3","Liczba głosów ważnych",298
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",5.03
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",37.92
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.34
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",7.05
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",33.89
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",1.68
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.67
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.67
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.34
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.67
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.34
"16","KOMITET WYBORCZY LEWICA",0.34
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",3.02
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",1.01
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",2.35
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.34
"21","KOMITET WYBORCZY WYBORCÓW MŁODZI GWARANCJĄ ZMIAN",2.35
