"","komitet","procent"
"1","Liczba wyborców",678
"2","Liczba kart oddanych",304
"3","Liczba głosów ważnych",207
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",11.59
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",42.03
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.93
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",5.8
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",21.26
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",1.45
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.97
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.48
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.93
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.97
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.97
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.48
"16","KOMITET WYBORCZY LEWICA",0
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.93
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",1.45
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",4.35
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.48
"21","KOMITET WYBORCZY WYBORCÓW MŁODZI GWARANCJĄ ZMIAN",1.93
