"","komitet","procent"
"1","Liczba wyborców",1394
"2","Liczba kart oddanych",695
"3","Liczba głosów ważnych",620
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",20
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",29.84
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.32
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",24.35
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",21.13
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.16
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.48
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.32
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.32
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.61
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.48
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.16
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.81
