"","komitet","procent"
"1","Liczba wyborców",1598
"2","Liczba kart oddanych",779
"3","Liczba głosów ważnych",617
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",17.99
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",50.73
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.16
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",10.7
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",14.91
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.16
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.32
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.13
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.49
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.65
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.16
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.81
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.32
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.16
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.3
