"","komitet","procent"
"1","Liczba wyborców",1829
"2","Liczba kart oddanych",916
"3","Liczba głosów ważnych",765
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",12.42
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",55.29
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.39
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",11.76
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",15.82
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.52
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.26
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.26
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.78
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.13
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.96
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.39
