"","komitet","procent"
"1","Liczba wyborców",1963
"2","Liczba kart oddanych",932
"3","Liczba głosów ważnych",721
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",11.23
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",63.8
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.42
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",6.8
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",12.76
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.42
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.28
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.69
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.42
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.14
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.55
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.14
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.55
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.8
