"","komitet","procent"
"1","Liczba wyborców",1399
"2","Liczba kart oddanych",618
"3","Liczba głosów ważnych",537
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",11.92
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",14.53
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.74
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",38.92
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",23.65
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",1.3
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.68
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.19
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.56
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",3.17
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.19
"16","KOMITET WYBORCZY LEWICA",0.19
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.12
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.49
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.37
