"","komitet","procent"
"1","Liczba wyborców",1229
"2","Liczba kart oddanych",543
"3","Liczba głosów ważnych",482
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",24.48
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",29.88
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.62
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",23.24
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",16.18
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.21
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.62
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.41
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.41
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.83
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.21
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.83
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.21
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.62
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.24
