"","komitet","procent"
"1","Liczba wyborców",1441
"2","Liczba kart oddanych",666
"3","Liczba głosów ważnych",599
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",13.86
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",15.69
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",21.7
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",40.4
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.17
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.17
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",1
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.17
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.5
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.17
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.83
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.33
