"","komitet","procent"
"1","Liczba wyborców",210
"2","Liczba kart oddanych",141
"3","Liczba głosów ważnych",106
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",18.87
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",44.34
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",7.55
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",16.98
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.94
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",1.89
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",3.77
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.94
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",2.83
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.94
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.94
