"","komitet","procent"
"1","Liczba wyborców",1283
"2","Liczba kart oddanych",672
"3","Liczba głosów ważnych",565
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",12.57
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",41.77
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.06
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",19.29
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",16.64
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.06
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.18
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.18
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.71
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.59
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.18
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",2.12
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.18
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.77
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.71
