"","komitet","procent"
"1","Liczba wyborców",1818
"2","Liczba kart oddanych",981
"3","Liczba głosów ważnych",812
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",14.29
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",8.74
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",8.13
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",22.54
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",33
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.49
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.23
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",2.34
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.62
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.25
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.74
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.25
"16","KOMITET WYBORCZY LEWICA",1.23
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",2.46
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.12
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.11
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.35
"21","KOMITET WYBORCZY WYBORCÓW MŁODZI GWARANCJĄ ZMIAN",1.11
