"","komitet","procent"
"1","Liczba wyborców",934
"2","Liczba kart oddanych",512
"3","Liczba głosów ważnych",343
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",19.83
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",40.23
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.87
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",8.16
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",18.37
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",1.17
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.46
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.58
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.17
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",1.75
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.58
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",4.37
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.58
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.87
