"","komitet","procent"
"1","Liczba wyborców",1263
"2","Liczba kart oddanych",680
"3","Liczba głosów ważnych",539
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",9.09
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",49.72
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.74
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",11.13
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",18
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.74
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",1.3
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.37
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.56
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.3
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",4.08
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.19
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.48
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.3
