"","komitet","procent"
"1","Liczba wyborców",1903
"2","Liczba kart oddanych",999
"3","Liczba głosów ważnych",744
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",22.72
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",33.47
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.34
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",11.02
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",17.47
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.94
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.75
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.13
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",2.28
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.67
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.48
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.27
"16","KOMITET WYBORCZY LEWICA",0.13
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",3.49
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.67
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.08
"21","KOMITET WYBORCZY WYBORCÓW MŁODZI GWARANCJĄ ZMIAN",1.08
