"","komitet","procent"
"1","Liczba wyborców",1344
"2","Liczba kart oddanych",614
"3","Liczba głosów ważnych",481
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",13.93
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",33.26
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.83
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",17.46
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",22.66
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.04
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.62
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.04
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.83
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",2.29
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.21
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",2.08
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.87
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.87
