"","komitet","procent"
"1","Liczba wyborców",563
"2","Liczba kart oddanych",439
"3","Liczba głosów ważnych",286
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",18.53
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",31.47
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",2.45
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",10.84
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",20.28
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",1.05
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.7
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",1.05
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.7
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",1.75
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",2.45
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.7
"16","KOMITET WYBORCZY LEWICA",1.05
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.4
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.7
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",2.8
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.7
"21","KOMITET WYBORCZY WYBORCÓW MŁODZI GWARANCJĄ ZMIAN",1.4
