"","komitet","procent"
"1","Liczba wyborców",283
"2","Liczba kart oddanych",187
"3","Liczba głosów ważnych",150
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",13.33
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",67.33
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.67
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",6.67
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",8
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",1.33
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",2
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.67
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0
