"","komitet","procent"
"1","Liczba wyborców",760
"2","Liczba kart oddanych",366
"3","Liczba głosów ważnych",303
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",12.54
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",23.1
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.66
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",31.68
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",21.12
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.99
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.66
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.66
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.66
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.33
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",4.95
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"16","KOMITET WYBORCZY LEWICA",0.33
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.66
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.65
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0
