"","komitet","procent"
"1","Liczba wyborców",766
"2","Liczba kart oddanych",335
"3","Liczba głosów ważnych",307
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",11.4
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",3.26
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.98
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",30.94
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",38.11
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.95
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.65
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.33
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",7.82
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.65
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.63
"15","KOMITET WYBORCZY WYBORCÓW POLSKI KIERUNEK",0
"16","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.65
"17","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.63
