"","komitet","procent"
"1","Liczba wyborców",476
"2","Liczba kart oddanych",144
"3","Liczba głosów ważnych",111
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",19.82
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",30.63
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",2.7
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",33.33
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",10.81
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.8
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"16","KOMITET WYBORCZY LEWICA",0
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.9
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0
