"","komitet","procent"
"1","Liczba wyborców",1559
"2","Liczba kart oddanych",808
"3","Liczba głosów ważnych",631
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",10.94
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",31.06
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.79
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",18.38
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",32.17
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.63
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.74
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.63
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.32
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.16
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.95
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.48
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.48
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.95
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.32
