"","komitet","procent"
"1","Liczba wyborców",1764
"2","Liczba kart oddanych",973
"3","Liczba głosów ważnych",683
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",14.64
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",51.1
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.44
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",13.18
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",14.06
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.17
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.88
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.15
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.15
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.02
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.15
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.44
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.59
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.17
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.88
