"","komitet","procent"
"1","Liczba wyborców",808
"2","Liczba kart oddanych",506
"3","Liczba głosów ważnych",415
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",36.87
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",49.64
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.2
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",2.89
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",7.95
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.24
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.24
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.24
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.24
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.48
