"","komitet","procent"
"1","Liczba wyborców",2147
"2","Liczba kart oddanych",768
"3","Liczba głosów ważnych",723
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",16.46
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",3.04
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.14
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",38.17
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",31.54
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.83
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.97
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",5.12
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.97
"15","KOMITET WYBORCZY WYBORCÓW POLSKI KIERUNEK",0.14
"16","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.97
"17","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.66
