"","komitet","procent"
"1","Liczba wyborców",1896
"2","Liczba kart oddanych",975
"3","Liczba głosów ważnych",782
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",12.53
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",42.2
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.53
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",9.97
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",17.52
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0.51
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",2.17
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.28
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.51
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.9
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.51
"16","KOMITET WYBORCZY LEWICA",3.71
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",2.81
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.13
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.38
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.41
"21","KOMITET WYBORCZY WYBORCÓW MŁODZI GWARANCJĄ ZMIAN",1.92
