"","komitet","procent"
"1","Liczba wyborców",581
"2","Liczba kart oddanych",439
"3","Liczba głosów ważnych",347
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",8.07
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",67.72
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.29
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",2.59
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",9.8
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",2.59
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.44
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.58
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.58
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.58
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.29
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.86
"16","KOMITET WYBORCZY LEWICA",0
"17","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.86
"18","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.29
"19","KOMITET WYBORCZY LIGA POLSKICH RODZIN",2.02
"20","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.15
"21","KOMITET WYBORCZY WYBORCÓW MŁODZI GWARANCJĄ ZMIAN",0.29
