"","komitet","procent"
"1","Liczba wyborców",709
"2","Liczba kart oddanych",424
"3","Liczba głosów ważnych",291
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",15.81
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",52.58
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",2.06
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",6.87
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",11
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.34
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",1.37
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.37
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",2.06
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.37
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.69
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",2.75
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.34
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.69
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.69
