"","komitet","procent"
"1","Liczba wyborców",1718
"2","Liczba kart oddanych",945
"3","Liczba głosów ważnych",830
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",8.8
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",50.6
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.36
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",17.95
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",18.67
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.12
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.36
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.2
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.48
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.24
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.12
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.48
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.6
